Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Temperature Sensitive Allele	Restrictive Temperature	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Channels	Comments	Plate Issues
Plate2-TS-Blue-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10662	YDR088C	SLU7	slu7-ts1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Blue-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no annotation available	
Plate2-TS-Blue-B	41	F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10119	YDR013W	PSF1	psf1-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Blue-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10143	YEL055C	POL5	pol5-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Blue-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10176	YGL120C	PRP43	prp43-ts2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Blue-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10248	YKL006C-A	SFT1	sft1-15	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Blue-B	45	F5											empty well			
Plate2-TS-Blue-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10325	YBL034C	STU1	stu1-6	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Blue-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no annotation available	
Plate2-TS-Blue-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932						"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	no annotation available	
Plate2-TS-Green-A	1	A1											empty well			
Plate2-TS-Green-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08914	YMR268C	PRP24	prp24-ts	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08996	YDR182W	CDC1	cdc1-6	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09266	YMR277W	FCP1	fcp1-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09326	YJR112W	NNF1	nnf1-17	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09442	YPL233W	NSL1	nsl1-5	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09473	YPL076W	GPI2	gpi2-1-7B	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09512	YPL175W	SPT14	spt14-1-10C	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	9	B1											empty well			
Plate2-TS-Green-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08909	YJL203W	PRP21	prp21-ts	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08990	YDR182W	CDC1	cdc1-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09261	YKR083C	DAD2	dad2-9	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09323	YJL019W	MPS3	mps3-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09437	YKL042W	SPC42	spc42-11	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09468	YGL065C	ALG2	alg2-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09508	YER018C	SPC25	spc25-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	17	C1											empty well			
Plate2-TS-Green-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08905	YGR091W	PRP31	prp31-ts	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate2-TS-Green-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08987	YAL041W	CDC24	cdc24-3	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09260	YNL261W	ORC5	orc5-70	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09317	YIR010W	DSN1	dsn1-8	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09436	YDR212W	TCP1	tcp1-2	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09465	YGR218W	CRM1	crm1-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09503	YGR091W	PRP31	prp31-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	25	D1											empty well			
Plate2-TS-Green-A	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08899	YDR373W	FRQ1	frq1-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	27	D3											empty well			
Plate2-TS-Green-A	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09259	YGL073W	HSF1	hsf1-848	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09313	YIR010W	DSN1	dsn1-7	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	30	D6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09428	YGR103W	NOP7	nop7-1	"37oC - 38.5oC, slow 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09459	YLL003W	SFI1	sfi1-7	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09500	YNR035C	ARC35	arc35-6	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	33	E1											empty well			
Plate2-TS-Green-A	34	E2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08921	YKL203C	TOR2	tor2-21	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08982	YAL041W	CDC24	cdc24-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09193	YMR013C	SEC59	sec59-ts	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09308	YGR006W	PRP18	prp18-ts	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09423	YGL093W	SPC105	spc105-15	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09454	YIL150C	MCM10	mcm10-43	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09495	YNR035C	ARC35	arc35-5	37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-A	41	F1											empty well			
Plate2-TS-Green-A	42	F2											empty well			
Plate2-TS-Green-A	43	F3											empty well			
Plate2-TS-Green-A	44	F4											empty well			
Plate2-TS-Green-A	45	F5											empty well			
Plate2-TS-Green-A	46	F6											empty well			
Plate2-TS-Green-A	47	F7											empty well			
Plate2-TS-Green-A	48	F8											empty well			
Plate2-TS-Green-B	1	A1											empty well			
Plate2-TS-Green-B	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08975	YAL041W	CDC24	cdc24-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09184	YPL228W	CET1	cet1-15	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09304	YLR272C	YCS4	ycs4-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09422	YGL075C	MPS2	mps2-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09453	YIL109C	SEC24	sec24-20	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	7	A7											empty well			
Plate2-TS-Green-B	8	A8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09560	YGR075C	PRP38	prp38-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	9	B1											empty well			
Plate2-TS-Green-B	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08966	YJR057W	CDC8	cdc8-1	"30oC, slow at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09179	YPL228W	CET1	cet1-2	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate2-TS-Green-B	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09299	YJL050W	MTR4	mtr4-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09421	YGL075C	MPS2	mps2-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09452	YBR055C	PRP6	prp6-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09494	YNL006W	LST8	lst8-15	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	16	B8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09558	YNR053C	NOG2	nog2-1	"37oC, slow 22oC - 30oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	17	C1											empty well			
Plate2-TS-Green-B	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08960	YDL102W	CDC2	cdc2-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09028	YNL258C	DSL1	dsl1-DC30	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate2-TS-Green-B	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09296	YGR006W	PRP18	prp18-1202	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	21	C5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11589	YNL062C	GCD10	gcd10-506	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	22	C6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09448	YBL034C	STU1	stu1-8	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	23	C7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09493	YNL006W	LST8	lst8-6	26oC - 30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	24	C8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09556	YGR246C	BRF1	brf1-W107R	"30oC, slow at 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	25	D1											empty well			
Plate2-TS-Green-B	26	D2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08935	YFR052W	RPN12	rpn12-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	27	D3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09007	YGL116W	CDC20	cdc20-2	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	28	D4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09294	YOR122C	PFY1	pfy1-14	"38.5oC, slow 22oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	29	D5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09413	YDL058W	USO1	uso1-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	30	D6											empty well			
Plate2-TS-Green-B	31	D7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09488	YER125W	RSP5	rsp5-3	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	32	D8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09520	YGR156W	PTI1	pti1-ts7	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	33	E1											empty well			
Plate2-TS-Green-B	34	E2											empty well			
Plate2-TS-Green-B	35	E3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09005	YFR028C	CDC14	cdc14-2	"30oC, slow at 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	36	E4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09291	YPL252C	YAH1	yah1-ts	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	37	E5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09333	YJR112W	NNF1	nnf1-77	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	38	E6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09446	YPL233W	NSL1	nsl1-6	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	39	E7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09485	YER125W	RSP5	rsp5-sm1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	40	E8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09517	YER148W	SPT15	spt15-P65S	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	41	F1											empty well			
Plate2-TS-Green-B	42	F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y08916	YLR274W	CDC46	cdc46-1	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	43	F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09001	YFL009W	CDC4	cdc4-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	44	F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09267	YOR057W	SGT1	sgt1-5	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	45	F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09328	YJR112W	NNF1	nnf1-48	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	46	F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09444	YKL042W	SPC42	spc42-10	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	47	F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09479	YPL076W	GPI2	gpi2-774	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Green-B	48	F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y09513	YLL003W	SFI1	sfi1-3	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	1	A1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10695	YPL217C	BMS1	bms1-1	"30oC, slow at all"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	2	A2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10752	YLR195C	NMT1	nmt1-181	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	3	A3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10928	YMR213W	CEF1	cef1-13	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	4	A4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11032	YDL217C	TIM22	tim22-19	38.5oC slow	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	5	A5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11201	YLR440C	SEC39	sec39-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	6	A6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11237	YOR174W	MED4	med4-6	35oC - 37oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	7	A7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11296	YEL034W	HYP2	hyp2-2	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	8	A8											empty well			
Plate2-TS-Red-A	9	B1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10691	YGR048W	UFD1	ufd1-2	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
Plate2-TS-Red-A	10	B2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10747	YPL010W	RET3	ret3-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	11	B3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10926	YDR311W	TFB1	tfb1-1	38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	12	B4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11019	YHR052W	CIC1	cic1-2	37oC - 38.5oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	13	B5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11197	YLR440C	SEC39	sec39-1	30oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	14	B6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11236	YEL034W	HYP2	hyp2-3	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	15	B7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11291	YEL034W	HYP2	hyp2-ts	"30oC, very slow at 22oC - 26oC"	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	16	B8											empty well			
Plate2-TS-Red-A	17	C1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11650	YLR105C	SEN2	sen2-1	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	18	C2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10743	YOR294W	RRS1	rrs1-84	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	19	C3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y10912	YFR005C	SAD1	sad1-1	30oC - 35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell		
Plate2-TS-Red-A	20	C4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	Y11011	YDR478W	SNM1	snm1-172	35oC	"SGD, 2011"	"SGD, 2011"		YFP:DAD4; mRFP1:SPC42; DIC: whole cell	"no image, problem with well"	
